,incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,statistical_murder_flag,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,:id,:version,:created_at,:updated_at,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,location_desc,perp_age_group,perp_sex,perp_race
0,32272870,2007-06-15T00:00:00.000,02:56:00,QUEENS,106,0,False,25-44,M,WHITE,1028088.875000000000000,176204.562500000000000,40.650217187000067,-73.842016498999953,"{'type': 'Point', 'coordinates': [-73.84201649899995, 40.65021718700007]}",row-2zyi_fdiy~98b5,rv-i2bq~ztjd_sxu4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,41,64,15314,62,,,,
1,32272871,2007-06-15T00:00:00.000,03:35:00,BROOKLYN,63,0,False,18-24,M,BLACK,1001745.000000000000000,166158.984375000000000,40.622735441000032,-73.936979583999971,"{'type': 'Point', 'coordinates': [-73.93697958399997, 40.62273544100003]}",row-6e5t-9u9w_37mk,rv-xzij~xh8j~f4fg,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,26,38,13825,5,BAR/NIGHT CLUB,UNKNOWN,M,BLACK
2,32272872,2007-06-14T00:00:00.000,11:30:00,BRONX,40,0,False,45-64,F,BLACK HISPANIC,1004839.750000000000000,234488.203125000000000,40.810276010000052,-73.925622450999981,"{'type': 'Point', 'coordinates': [-73.92562245099998, 40.81027601000005]}",row-3z47.r26j_7kr8,rv-8jf8.knf5.p2mi,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,35,23,10932,49,,25-44,M,BLACK
3,32212098,2007-06-13T00:00:00.000,11:23:00,BRONX,48,0,False,45-64,M,BLACK,1014999.625000000000000,247315.812500000000000,40.845454595000035,-73.888861871999950,"{'type': 'Point', 'coordinates': [-73.88886187199995, 40.845454595000035]}",row-c4x4-tuy6~wyyf,rv-45yk_kn5r_fs2d,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,43,31,10935,35,,UNKNOWN,U,UNKNOWN
4,32178482,2007-06-12T00:00:00.000,01:37:00,BRONX,48,0,False,25-44,M,BLACK,1016057.875000000000000,247615.328125000000000,40.846272928000076,-73.885035579999965,"{'type': 'Point', 'coordinates': [-73.88503557999996, 40.846272928000076]}",row-29wg_s4md-mtfr,rv-9z9v-3zfk_siif,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,22,31,11269,35,,UNKNOWN,M,UNKNOWN
5,32178480,2007-06-12T00:00:00.000,00:38:00,BRONX,47,0,False,25-44,M,WHITE HISPANIC,1026071.875000000000000,259029.531250000000000,40.877559682000026,-73.848769978999940,"{'type': 'Point', 'coordinates': [-73.84876997899994, 40.877559682000026]}",row-78mv-t4a9.puid,rv-mc9w_qsnw-gpnb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,2,30,11607,29,,65+,M,BLACK
6,32212097,2007-06-12T00:00:00.000,23:40:00,BROOKLYN,67,0,False,<18,M,BLACK,999390.187500000000000,172259.296875000000000,40.639483847000065,-73.945448586999987,"{'type': 'Point', 'coordinates': [-73.94544858699999, 40.639483847000065]}",row-59cc~7q5c~ckpg,rv-exmt~xic6.6mfy,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,17217,61,,25-44,M,BLACK
7,32212097,2007-06-12T00:00:00.000,23:40:00,BROOKLYN,67,0,False,18-24,M,BLACK,999390.187500000000000,172259.296875000000000,40.639483847000065,-73.945448586999987,"{'type': 'Point', 'coordinates': [-73.94544858699999, 40.639483847000065]}",row-p4i3-2dn6_eu24,rv-zixb-jzmd.ursx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,17217,61,,25-44,M,BLACK
8,32212097,2007-06-12T00:00:00.000,23:40:00,BROOKLYN,67,0,False,<18,M,BLACK,999390.187500000000000,172259.296875000000000,40.639483847000065,-73.945448586999987,"{'type': 'Point', 'coordinates': [-73.94544858699999, 40.639483847000065]}",row-kr3c.msh8_wue4,rv-h9kd-nigw-t63j,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,17217,61,,UNKNOWN,M,BLACK
9,32212097,2007-06-12T00:00:00.000,23:40:00,BROOKLYN,67,0,False,18-24,M,BLACK,999390.187500000000000,172259.296875000000000,40.639483847000065,-73.945448586999987,"{'type': 'Point', 'coordinates': [-73.94544858699999, 40.639483847000065]}",row-4sbt~k2dd-3zge,rv-pds4_7auv.5z6z,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,17217,61,,UNKNOWN,M,BLACK
10,32178481,2007-06-12T00:00:00.000,01:28:00,BROOKLYN,88,2,False,<18,M,BLACK,991147.812500000000000,192533.312500000000000,40.695141766000063,-73.975126622999937,"{'type': 'Point', 'coordinates': [-73.97512662299994, 40.69514176600006]}",row-n5tv_aavq_9j33,rv-7d5m_kc5u_rtru,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,48,55,17212,68,MULTI DWELL - PUBLIC HOUS,UNKNOWN,M,BLACK
11,32178480,2007-06-12T00:00:00.000,00:38:00,BRONX,47,0,False,25-44,M,BLACK,1026071.875000000000000,259029.531250000000000,40.877559682000026,-73.848769978999940,"{'type': 'Point', 'coordinates': [-73.84876997899994, 40.877559682000026]}",row-rsmi~chus_n296,rv-4krk~bx68.cxhz,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,2,30,11607,29,,65+,M,BLACK
12,32165195,2007-06-11T00:00:00.000,21:29:00,QUEENS,106,0,True,45-64,M,WHITE HISPANIC,1028604.625000000000000,187929.500000000000000,40.682396919000041,-73.840080723999961,"{'type': 'Point', 'coordinates': [-73.84008072399996, 40.68239691900004]}",row-r8bd.nyi9-4a8e,rv-6ykm-8k9u.afhv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,41,64,24013,62,GROCERY/BODEGA,,,
13,32155734,2007-06-11T00:00:00.000,03:14:00,BRONX,42,0,False,18-24,M,BLACK,1008798.000000000000000,238971.000000000000000,40.822569916000077,-73.911307168999940,"{'type': 'Point', 'coordinates': [-73.91130716899994, 40.82256991600008]}",row-5pnu-p58k_rvqr,rv-cxxc.whdg.cbup,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,43,25,10929,34,,18-24,M,BLACK
14,32155736,2007-06-11T00:00:00.000,03:15:00,BRONX,46,0,False,18-24,M,WHITE HISPANIC,1008191.937500000000000,248149.296875000000000,40.847763345000033,-73.913464170999987,"{'type': 'Point', 'coordinates': [-73.91346417099999, 40.84776334500003]}",row-jypt~q6k6_gz6w,rv-56t8~68xb-mvni,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,29,29,10931,6,,UNKNOWN,M,BLACK
15,32178483,2007-06-11T00:00:00.000,00:51:00,BROOKLYN,81,0,True,25-44,M,BLACK,1005312.437500000000000,190540.109375000000000,40.689648511000030,-73.924052542999959,"{'type': 'Point', 'coordinates': [-73.92405254299996, 40.68964851100003]}",row-wza5_tkiu-edg3,rv-fc32-ics7-c6xj,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,52,18181,69,,,,
16,32155737,2007-06-11T00:00:00.000,05:00:00,QUEENS,101,2,True,18-24,M,BLACK,1052667.750000000000000,161622.296875000000000,40.610036319000073,-73.753588250999940,"{'type': 'Point', 'coordinates': [-73.75358825099994, 40.61003631900007]}",row-nzye.i4mk_v8by,rv-hbwb-bjis_spka,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51,MULTI DWELL - PUBLIC HOUS,,,
17,32155720,2007-06-10T00:00:00.000,01:17:00,BROOKLYN,90,0,False,18-24,M,BLACK HISPANIC,999371.000000000000000,194423.031250000000000,40.700318375000052,-73.945468010999946,"{'type': 'Point', 'coordinates': [-73.94546801099995, 40.70031837500005]}",row-h2ju~nj42-nsu6,rv-xu6a_zzpz.cw37,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,38,56,17213,36,,UNKNOWN,M,UNKNOWN
18,32155721,2007-06-10T00:00:00.000,02:26:00,QUEENS,103,2,False,45-64,M,BLACK,1041409.312500000000000,193095.203125000000000,40.696502126000041,-73.793869711999946,"{'type': 'Point', 'coordinates': [-73.79386971199995, 40.69650212600004]}",row-5kxe.7fmd~g4pg,rv-wsqh-wdnm~s78v,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,46,61,24668,41,MULTI DWELL - PUBLIC HOUS,UNKNOWN,M,BLACK
19,32155723,2007-06-10T00:00:00.000,11:13:00,BROOKLYN,83,0,True,18-24,M,WHITE HISPANIC,1006965.000000000000000,193571.000000000000000,40.697963515000026,-73.918083361999948,"{'type': 'Point', 'coordinates': [-73.91808336199995, 40.697963515000026]}",row-wejz_8jpe-ma6e,rv-igde~n3qb~qsdk,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,53,13828,42,,25-44,M,WHITE HISPANIC
20,32155725,2007-06-10T00:00:00.000,04:00:00,BRONX,47,0,False,25-44,M,BLACK,1024347.375000000000000,257638.859375000000000,40.873750724000047,-73.855014229999938,"{'type': 'Point', 'coordinates': [-73.85501422999994, 40.87375072400005]}",row-wcma~5fki.h3t5,rv-ee7k~itx9.da3b,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,2,30,11607,29,,UNKNOWN,U,UNKNOWN
21,32155722,2007-06-10T00:00:00.000,12:43:00,MANHATTAN,7,2,False,18-24,M,BLACK,987555.687500000000000,198970.546875000000000,40.712812535000069,-73.988077348999980,"{'type': 'Point', 'coordinates': [-73.98807734899998, 40.71281253500007]}",row-gvtj.ttrz_qqf7,rv-cbqp~wg6f-87j2,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,32,4,11723,70,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK
22,32155726,2007-06-10T00:00:00.000,01:45:00,STATEN ISLAND,120,0,False,25-44,M,BLACK,952387.937500000000000,171081.078125000000000,40.636205515000029,-74.114800645999935,"{'type': 'Point', 'coordinates': [-74.11480064599994, 40.63620551500003]}",row-p52r_zdm7~4f7x,rv-2jk9-cjsx~6icw,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,1,13,74,10697,4,MULTI DWELL - APT BUILD,25-44,M,BLACK
23,32155731,2007-06-10T00:00:00.000,19:27:00,BROOKLYN,70,0,False,18-24,M,BLACK,991547.000000000000000,168934.000000000000000,40.630366545000072,-73.973712612999975,"{'type': 'Point', 'coordinates': [-73.97371261299998, 40.63036654500007]}",row-e5xg_budp-e3ad,rv-fgu6-53wt_9s96,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,18,43,13513,60,,18-24,M,BLACK
24,32155729,2007-06-09T00:00:00.000,23:16:00,MANHATTAN,32,0,False,25-44,M,BLACK,999358.000000000000000,236472.000000000000000,40.815732053000033,-73.945420410999986,"{'type': 'Point', 'coordinates': [-73.94542041099999, 40.81573205300003]}",row-53b5_4t4p-2jwy,rv-xuhy~mftn~393h,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,,18-24,M,BLACK
25,32155730,2007-06-09T00:00:00.000,04:00:00,BRONX,42,2,False,18-24,F,BLACK HISPANIC,1011847.187500000000000,244279.750000000000000,40.837131907000071,-73.900268332999985,"{'type': 'Point', 'coordinates': [-73.90026833299999, 40.83713190700007]}",row-43fg_jm3p-spu5,rv-mi2x-ix63-8xdj,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,25,10935,34,MULTI DWELL - PUBLIC HOUS,UNKNOWN,U,UNKNOWN
26,32155729,2007-06-09T00:00:00.000,23:16:00,MANHATTAN,32,0,False,18-24,F,BLACK,999358.000000000000000,236472.000000000000000,40.815732053000033,-73.945420410999986,"{'type': 'Point', 'coordinates': [-73.94542041099999, 40.81573205300003]}",row-t4a8~j4s3-wtye,rv-wvaz-ri2p.39kb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,,18-24,M,BLACK
27,32155740,2007-06-09T00:00:00.000,05:00:00,BROOKLYN,83,0,True,25-44,M,WHITE HISPANIC,1006822.500000000000000,193513.781250000000000,40.697806828000068,-73.918597456999976,"{'type': 'Point', 'coordinates': [-73.91859745699998, 40.69780682800007]}",row-nzxe_mk2p_7t8r,rv-24xg.xz7p_8mjv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,53,13828,42,,,,
28,32155729,2007-06-09T00:00:00.000,23:16:00,MANHATTAN,32,0,False,<18,F,BLACK,999358.000000000000000,236472.000000000000000,40.815732053000033,-73.945420410999986,"{'type': 'Point', 'coordinates': [-73.94542041099999, 40.81573205300003]}",row-fc87-gvnz-z2q8,rv-8y4g~d2kq~stxv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,,18-24,M,BLACK
29,32155732,2007-06-09T00:00:00.000,01:57:00,BROOKLYN,75,0,False,18-24,M,BLACK,1017018.937500000000000,185082.859375000000000,40.674634012000070,-73.881866732999981,"{'type': 'Point', 'coordinates': [-73.88186673299998, 40.67463401200007]}",row-3vu9~4dup.5bfy,rv-znaj.5hkx_59kp,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17215,45,,18-24,M,BLACK
30,32155729,2007-06-09T00:00:00.000,23:16:00,MANHATTAN,32,0,False,18-24,M,BLACK,999358.000000000000000,236472.000000000000000,40.815732053000033,-73.945420410999986,"{'type': 'Point', 'coordinates': [-73.94542041099999, 40.81573205300003]}",row-urby_qzre_kzcd,rv-gi4c.7zrf.3xip,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,,18-24,M,BLACK
31,32155733,2007-06-09T00:00:00.000,04:07:00,QUEENS,103,0,False,18-24,M,BLACK,1037539.437500000000000,194686.187500000000000,40.700893146000055,-73.807812879999972,"{'type': 'Point', 'coordinates': [-73.80781287999997, 40.700893146000055]}",row-r3si-fzy7_kftp,rv-x3kv.axm4~j5ps,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,6,61,24670,41,,,,
32,32155728,2007-06-09T00:00:00.000,03:35:00,BROOKLYN,83,0,False,18-24,M,BLACK,1006822.500000000000000,193513.781250000000000,40.697806828000068,-73.918597456999976,"{'type': 'Point', 'coordinates': [-73.91859745699998, 40.69780682800007]}",row-vzie-imi4.4yaz,rv-xqph-7seg-zdzu,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,37,53,13828,42,,18-24,M,BLACK HISPANIC
33,32155719,2007-06-09T00:00:00.000,03:00:00,MANHATTAN,30,0,True,18-24,M,WHITE HISPANIC,999750.750000000000000,241187.500000000000000,40.828674086000035,-73.943990620999955,"{'type': 'Point', 'coordinates': [-73.94399062099995, 40.828674086000035]}",row-vbhu_yxck.z9qc,rv-brds_qgek_797c,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,4,23,19,12428,37,,18-24,M,BLACK
34,32155739,2007-06-09T00:00:00.000,05:25:00,BRONX,40,2,True,25-44,M,BLACK,1005946.937500000000000,235372.109375000000000,40.812699437000049,-73.921619959999987,"{'type': 'Point', 'coordinates': [-73.92161995999999, 40.81269943700005]}",row-tkvr_2nz3_aqzt,rv-3pbg-isry-9v4g,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,35,23,10932,49,MULTI DWELL - PUBLIC HOUS,25-44,M,WHITE HISPANIC
35,32155727,2007-06-09T00:00:00.000,00:05:00,BROOKLYN,67,0,False,18-24,M,BLACK,999390.187500000000000,172259.296875000000000,40.639483847000065,-73.945448586999987,"{'type': 'Point', 'coordinates': [-73.94544858699999, 40.639483847000065]}",row-t2tp~v8yd~xftj,rv-mign~qvt7.gikk,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,26,40,17217,61,MULTI DWELL - APT BUILD,18-24,M,BLACK
36,32155718,2007-06-08T00:00:00.000,23:09:00,QUEENS,105,0,False,25-44,M,BLACK,1058806.375000000000000,179625.656250000000000,40.659401969000044,-73.731280619999950,"{'type': 'Point', 'coordinates': [-73.73128061999995, 40.659401969000044]}",row-xv3u.vh96.v6sz,rv-w52f-q94e-nrg4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,24018,63,,25-44,M,BLACK
37,32155735,2007-06-08T00:00:00.000,22:54:00,BROOKLYN,75,0,True,25-44,M,BLACK,1017119.437500000000000,183909.343750000000000,40.671412605000057,-73.881510144999936,"{'type': 'Point', 'coordinates': [-73.88151014499994, 40.67141260500006]}",row-ue3e.nynj~s96y,rv-bq76-9i6k_aghb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17215,45,MULTI DWELL - APT BUILD,,,
38,32155713,2007-06-08T00:00:00.000,04:37:00,BROOKLYN,73,2,False,<18,M,BLACK,1009656.312500000000000,181287.046875000000000,40.664239549000058,-73.908423884999934,"{'type': 'Point', 'coordinates': [-73.90842388499993, 40.66423954900006]}",row-bq76~aubp~p8qp,rv-rgjx.a7mr.ajhy,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,46,17614,55,MULTI DWELL - PUBLIC HOUS,<18,M,BLACK
39,32155713,2007-06-08T00:00:00.000,04:37:00,BROOKLYN,73,2,False,18-24,M,BLACK,1009656.312500000000000,181287.046875000000000,40.664239549000058,-73.908423884999934,"{'type': 'Point', 'coordinates': [-73.90842388499993, 40.66423954900006]}",row-qgcd-j463_4tkc,rv-qkrb-egsd~8ngs,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,46,17614,55,MULTI DWELL - PUBLIC HOUS,<18,M,BLACK
40,32155724,2007-06-08T00:00:00.000,22:39:00,BRONX,52,0,False,25-44,M,BLACK HISPANIC,1017541.562500000000000,255918.875000000000000,40.869058190000032,-73.879631730999961,"{'type': 'Point', 'coordinates': [-73.87963173099996, 40.86905819000003]}",row-vjfm~vn65_6run,rv-5dph-4ptf-swu4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,40,34,11605,24,,,,
41,32155715,2007-06-07T00:00:00.000,04:30:00,MANHATTAN,23,2,True,25-44,M,BLACK,1000866.375000000000000,226631.578125000000000,40.788720085000080,-73.939995420999935,"{'type': 'Point', 'coordinates': [-73.93999542099994, 40.78872008500008]}",row-uh65.jt4a-t3nt,rv-w5st_ftug.gi8g,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,35,14,12426,7,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK
42,32155712,2007-06-07T00:00:00.000,14:36:00,BROOKLYN,62,0,True,65+,M,WHITE,983567.812500000000000,158909.390625000000000,40.602854042000047,-74.002458137999952,"{'type': 'Point', 'coordinates': [-74.00245813799995, 40.60285404200005]}",row-ti3x-wvqm~dgrk,rv-jdk9~y9jt~wuum,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,44,37,17616,1,PVT HOUSE,UNKNOWN,U,UNKNOWN
43,32155714,2007-06-07T00:00:00.000,17:38:00,BRONX,42,0,True,25-44,M,BLACK,1012293.375000000000000,245330.140625000000000,40.840013518000035,-73.898651470999937,"{'type': 'Point', 'coordinates': [-73.89865147099994, 40.840013518000035]}",row-3das~9tut-xa7a,rv-r43u~rgud.4n7p,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,25,10935,34,MULTI DWELL - APT BUILD,18-24,M,BLACK
44,32155717,2007-06-07T00:00:00.000,01:10:00,MANHATTAN,25,2,False,<18,M,BLACK,1001768.687500000000000,234797.406250000000000,40.811131309000075,-73.936715634999985,"{'type': 'Point', 'coordinates': [-73.93671563499998, 40.811131309000075]}",row-cn4c-t8x5-z3q3,rv-nyti.ppw6_biv5,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,16,13095,7,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK HISPANIC
45,32155715,2007-06-07T00:00:00.000,04:30:00,MANHATTAN,23,2,True,18-24,M,BLACK,1000866.375000000000000,226631.578125000000000,40.788720085000080,-73.939995420999935,"{'type': 'Point', 'coordinates': [-73.93999542099994, 40.78872008500008]}",row-pdar~mq55-jzqq,rv-ezxp~7j2h.k4fd,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,4,35,14,12426,7,MULTI DWELL - PUBLIC HOUS,25-44,M,BLACK
46,32155716,2007-06-07T00:00:00.000,12:59:00,BRONX,46,0,False,45-64,F,WHITE HISPANIC,1005724.937500000000000,249742.046875000000000,40.852141316000029,-73.922375948999957,"{'type': 'Point', 'coordinates': [-73.92237594899996, 40.85214131600003]}",row-ec9d~5253.y6ym,rv-uqk2_vvtz.mr2u,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,42,29,10931,6,MULTI DWELL - APT BUILD,18-24,M,BLACK
47,29479154,2007-06-06T00:00:00.000,22:45:00,BROOKLYN,75,0,False,25-44,M,BLACK,1016774.687500000000000,185035.109375000000000,40.674503850000065,-73.882747502999962,"{'type': 'Point', 'coordinates': [-73.88274750299996, 40.674503850000065]}",row-6f45.k6pf~e94b,rv-6gff.3ea4-axng,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17215,45,,18-24,M,BLACK
48,29479157,2007-06-06T00:00:00.000,23:59:00,QUEENS,101,0,False,<18,M,BLACK,1053493.500000000000000,161530.234375000000000,40.609777213000029,-73.750615191999941,"{'type': 'Point', 'coordinates': [-73.75061519199994, 40.60977721300003]}",row-kigv.4z28.kg5i,rv-ht6n_aeks-pif3,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51,,18-24,M,BLACK
49,29479156,2007-06-06T00:00:00.000,19:35:00,BROOKLYN,75,0,True,25-44,F,BLACK,1017119.437500000000000,183909.343750000000000,40.671412605000057,-73.881510144999936,"{'type': 'Point', 'coordinates': [-73.88151014499994, 40.67141260500006]}",row-6z5p-k862.b8zd,rv-xf35.dak3.apyx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17215,45,MULTI DWELL - APT BUILD,25-44,M,BLACK
50,32155711,2007-06-06T00:00:00.000,00:25:00,BRONX,52,0,False,25-44,M,WHITE HISPANIC,1017673.312500000000000,256946.421875000000000,40.871877992000066,-73.879150247999974,"{'type': 'Point', 'coordinates': [-73.87915024799997, 40.871877992000066]}",row-bxqb.e68h.2f97,rv-sih6-z466.s3ph,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,34,11605,24,MULTI DWELL - APT BUILD,25-44,M,BLACK
51,29479155,2007-06-06T00:00:00.000,23:57:00,BROOKLYN,73,0,True,<18,M,BLACK,1008421.312500000000000,178716.000000000000000,40.657186052000043,-73.912884678999944,"{'type': 'Point', 'coordinates': [-73.91288467899994, 40.65718605200004]}",row-a4wh_pi53.vb3y,rv-geru.p2n8-6ir8,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,46,17614,55,,18-24,M,BLACK
52,32155711,2007-06-06T00:00:00.000,00:25:00,BRONX,52,0,False,25-44,M,WHITE HISPANIC,1017673.312500000000000,256946.421875000000000,40.871877992000066,-73.879150247999974,"{'type': 'Point', 'coordinates': [-73.87915024799997, 40.871877992000066]}",row-hh9d.7wrk~mds4,rv-4svp.k6yh-em6r,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,34,11605,24,MULTI DWELL - APT BUILD,25-44,M,WHITE HISPANIC
53,29479157,2007-06-06T00:00:00.000,23:59:00,QUEENS,101,0,False,<18,M,BLACK,1053493.500000000000000,161530.234375000000000,40.609777213000029,-73.750615191999941,"{'type': 'Point', 'coordinates': [-73.75061519199994, 40.60977721300003]}",row-inmu-hi86~4v7d,rv-rmsy~6m2s.q569,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51,,UNKNOWN,M,UNKNOWN
54,32155711,2007-06-06T00:00:00.000,00:25:00,BRONX,52,0,False,25-44,M,WHITE HISPANIC,1017673.312500000000000,256946.421875000000000,40.871877992000066,-73.879150247999974,"{'type': 'Point', 'coordinates': [-73.87915024799997, 40.871877992000066]}",row-9dsk.3jcf-isg3,rv-r6z6.fjct-xtca,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,34,11605,24,MULTI DWELL - APT BUILD,25-44,M,BLACK HISPANIC
55,29462410,2007-06-06T00:00:00.000,00:30:00,BRONX,52,0,False,18-24,M,ASIAN / PACIFIC ISLANDER,1017541.562500000000000,255918.875000000000000,40.869058190000032,-73.879631730999961,"{'type': 'Point', 'coordinates': [-73.87963173099996, 40.86905819000003]}",row-4sts-2ggw~stgp,rv-5q6d~drbx-yzis,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,34,11605,24,,<18,M,WHITE HISPANIC
56,29479155,2007-06-06T00:00:00.000,23:57:00,BROOKLYN,73,0,True,18-24,M,BLACK,1008421.312500000000000,178716.000000000000000,40.657186052000043,-73.912884678999944,"{'type': 'Point', 'coordinates': [-73.91288467899994, 40.65718605200004]}",row-frds~phs8-hrvi,rv-jspa~enhk~vxwm,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,46,17614,55,,18-24,M,BLACK
57,29462410,2007-06-06T00:00:00.000,00:30:00,BRONX,52,0,False,18-24,M,ASIAN / PACIFIC ISLANDER,1017541.562500000000000,255918.875000000000000,40.869058190000032,-73.879631730999961,"{'type': 'Point', 'coordinates': [-73.87963173099996, 40.86905819000003]}",row-wixb~bh3u~igs3,rv-v9ht-v8yj-bie2,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,40,34,11605,24,,<18,M,BLACK
58,29444851,2007-06-05T00:00:00.000,16:47:00,MANHATTAN,7,2,False,45-64,M,WHITE HISPANIC,988993.625000000000000,199157.062500000000000,40.713323821000074,-73.982890366999982,"{'type': 'Point', 'coordinates': [-73.98289036699998, 40.713323821000074]}",row-ev7m~2tzq-6j4t,rv-y79s_c7b7.jtce,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,50,4,11723,70,MULTI DWELL - PUBLIC HOUS,18-24,M,BLACK
59,29444849,2007-06-05T00:00:00.000,10:35:00,BROOKLYN,62,0,False,45-64,M,WHITE,981811.812500000000000,159864.125000000000000,40.605474285000071,-74.008782197999949,"{'type': 'Point', 'coordinates': [-74.00878219799995, 40.60547428500007]}",row-djey.qdvj_k5ea,rv-ikgi~2593.nemy,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,44,37,17616,1,,UNKNOWN,M,UNKNOWN
60,29444852,2007-06-05T00:00:00.000,18:08:00,BROOKLYN,75,0,False,18-24,M,BLACK,1019906.250000000000000,185394.437500000000000,40.675478065000050,-73.871456100999978,"{'type': 'Point', 'coordinates': [-73.87145610099998, 40.67547806500005]}",row-k2hn~696z.q8mx,rv-7zrt-wn7f-6yfe,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17215,45,,UNKNOWN,M,BLACK
