,incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,:id,:version,:created_at,:updated_at,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,perp_age_group,perp_sex,perp_race
16,86240646,2012-08-13T00:00:00.000,18:25:00,BROOKLYN,73,0,,False,<18,F,BLACK,1007845.812500000000000,186484.546875000000000,40.678510529000050,-73.914931669999987,"{'type': 'Point', 'coordinates': [-73.91493166999999, 40.67851052900005]}",row-ts8c-4zi2_t75t,rv-mkzv_rbi7-mpri,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,17,46,13516,55,<18,M,BLACK
17,86220826,2012-08-12T00:00:00.000,20:27:00,BRONX,42,0,MULTI DWELL - PUBLIC HOUS,True,45-64,M,BLACK,1009695.250000000000000,243534.765625000000000,40.835093604000065,-73.908048012999984,"{'type': 'Point', 'coordinates': [-73.90804801299998, 40.835093604000065]}",row-8epf_4qbq_va67,rv-bdkp-wcqn_tdc9,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,27,10934,50,18-24,M,WHITE HISPANIC
18,86209643,2012-08-12T00:00:00.000,05:33:00,BROOKLYN,71,0,,False,18-24,M,BLACK,995671.187500000000000,183338.578125000000000,40.669899630000032,-73.958830058999979,"{'type': 'Point', 'coordinates': [-73.95883005899998, 40.66989963000003]}",row-wdv5_6guy~6k5z,rv-v8dj~gjcg_mubx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,48,44,13509,17,,,
19,86207308,2012-08-12T00:00:00.000,00:57:00,BROOKLYN,75,0,,False,25-44,M,BLACK,1016007.562500000000000,185359.343750000000000,40.675396585000044,-73.885511515999951,"{'type': 'Point', 'coordinates': [-73.88551151599995, 40.675396585000044]}",row-qxgy_rrtx~x2u4,rv-6wac-dkr5~azji,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17214,45,UNKNOWN,M,BLACK
20,86211820,2012-08-12T00:00:00.000,01:09:00,BROOKLYN,79,0,,False,45-64,M,WHITE HISPANIC,999492.687500000000000,192800.953125000000000,40.695865939000043,-73.945032818999948,"{'type': 'Point', 'coordinates': [-73.94503281899995, 40.69586593900004]}",row-a38g.u56n_pw9y,rv-dnvk-8bb6.agek,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,49,51,17213,69,45-64,M,BLACK HISPANIC
21,86207309,2012-08-12T00:00:00.000,02:12:00,BROOKLYN,73,0,,False,18-24,M,BLACK,1009609.000000000000000,187234.000000000000000,40.680562732000055,-73.908572049999975,"{'type': 'Point', 'coordinates': [-73.90857204999998, 40.680562732000055]}",row-ew8s.b8mj_wn5z,rv-cia9~cs8e.s875,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,37,46,13516,55,<18,M,BLACK
22,86202695,2012-08-11T00:00:00.000,05:00:00,STATEN ISLAND,120,0,,False,25-44,M,BLACK,938430.000000000000000,170971.000000000000000,40.635842166000032,-74.165090329999941,"{'type': 'Point', 'coordinates': [-74.16509032999994, 40.63584216600003]}",row-2rj7-pbbi~7bge,rv-2fiw~rvsp.6vph,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,1,13,75,10371,4,,,
23,86202696,2012-08-11T00:00:00.000,02:08:00,BRONX,48,1,,False,18-24,M,BLACK,1013968.000000000000000,252807.000000000000000,40.860529795000048,-73.892566169999952,"{'type': 'Point', 'coordinates': [-73.89256616999995, 40.86052979500005]}",row-56ei.ci3d~495h,rv-2ydz~w7tm~c5m4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,22,29,10936,6,,,
24,86209916,2012-08-11T00:00:00.000,21:40:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,1007174.437500000000000,239542.765625000000000,40.824143613000047,-73.917171299999950,"{'type': 'Point', 'coordinates': [-73.91717129999995, 40.82414361300005]}",row-jez8-ciwq.v4m8,rv-g654_dh9k_ahnn,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,27,10929,50,25-44,M,BLACK
25,86189458,2012-08-11T00:00:00.000,02:09:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,1000932.687500000000000,185687.640625000000000,40.676338928000064,-73.939857461999964,"{'type': 'Point', 'coordinates': [-73.93985746199996, 40.676338928000064]}",row-q7xd.v9tw-m6ra,rv-jq7a~nd4v_2kzh,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,49,17615,16,,,
26,86202699,2012-08-11T00:00:00.000,00:17:00,BROOKLYN,77,0,,False,25-44,M,BLACK,995934.687500000000000,184299.109375000000000,40.672535730000050,-73.957878521999987,"{'type': 'Point', 'coordinates': [-73.95787852199999, 40.67253573000005]}",row-dkwr~796r-tnna,rv-xidr-shfk~3e2s,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,48,49,13829,16,25-44,M,BLACK
27,86202698,2012-08-11T00:00:00.000,04:33:00,BROOKLYN,67,0,,False,18-24,M,BLACK,997495.000000000000000,175653.000000000000000,40.648801868000078,-73.952270628999941,"{'type': 'Point', 'coordinates': [-73.95227062899994, 40.64880186800008]}",row-gkdp-jcs3-uh5n,rv-9npb-94w7-nczb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,11,40,13510,61,,,
28,86209916,2012-08-11T00:00:00.000,21:40:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,1007174.437500000000000,239542.765625000000000,40.824143613000047,-73.917171299999950,"{'type': 'Point', 'coordinates': [-73.91717129999995, 40.82414361300005]}",row-gexy_rdkq_ugca,rv-5hvd.zkir_s5da,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,27,10929,50,25-44,M,BLACK
29,86202697,2012-08-11T00:00:00.000,05:09:00,BROOKLYN,75,0,,False,25-44,M,BLACK,1012870.000000000000000,181328.000000000000000,40.664342152000074,-73.896839918999945,"{'type': 'Point', 'coordinates': [-73.89683991899994, 40.664342152000074]}",row-n2a9.z3s7-g2vh,rv-yp3z-734n~wtwr,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17214,45,,,
30,86211819,2012-08-11T00:00:00.000,21:58:00,MANHATTAN,34,0,,False,25-44,M,WHITE HISPANIC,1005201.812500000000000,253699.218750000000000,40.863003822000053,-73.924254520999966,"{'type': 'Point', 'coordinates': [-73.92425452099997, 40.86300382200005]}",row-qxhn~wcgp~h57n,rv-3auh.98uc.c6gh,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,4,39,22,13092,47,,,
31,86179827,2012-08-10T00:00:00.000,00:48:00,MANHATTAN,24,0,,False,25-44,M,BLACK,991222.937500000000000,228936.562500000000000,40.795059516000038,-73.974817972999972,"{'type': 'Point', 'coordinates': [-73.97481797299997, 40.79505951600004]}",row-ajqi-pd9t_xxev,rv-qtav-i7cp-8xcs,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,19,15,12422,20,,,
32,86185347,2012-08-10T00:00:00.000,01:20:00,BROOKLYN,75,0,,False,45-64,M,BLACK,1016278.000000000000000,185178.000000000000000,40.674897864000059,-73.884537418999969,"{'type': 'Point', 'coordinates': [-73.88453741899997, 40.67489786400006]}",row-cgnu.234z-csje,rv-axgj~phwq-5ac4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17214,45,25-44,M,BLACK
33,86168468,2012-08-09T00:00:00.000,01:59:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,1006140.000000000000000,183727.359375000000000,40.670947053000077,-73.921090571999969,"{'type': 'Point', 'coordinates': [-73.92109057199997, 40.67094705300008]}",row-w8mu-z7n3~93dw,rv-i3se_4z68.wmca,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,17,46,13516,55,25-44,M,BLACK
34,86185346,2012-08-09T00:00:00.000,23:41:00,QUEENS,114,0,SMALL MERCHANT,False,25-44,M,BLACK,999778.750000000000000,214952.625000000000000,40.756666391000067,-73.943950099999938,"{'type': 'Point', 'coordinates': [-73.94395009999994, 40.75666639100007]}",row-63rm_3cdk-i2gb,rv-saxh.njnk.rmx5,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,3,33,72,16858,39,,,
35,86146488,2012-08-08T00:00:00.000,00:15:00,BROOKLYN,67,0,,False,18-24,M,BLACK,1002515.250000000000000,176356.718750000000000,40.650724493000041,-73.934177327999976,"{'type': 'Point', 'coordinates': [-73.93417732799998, 40.65072449300004]}",row-wn37.69ry-s287,rv-uij2.jbnn~hint,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,16866,61,,,
36,86149358,2012-08-08T00:00:00.000,01:46:00,MANHATTAN,32,0,,False,25-44,F,BLACK,1000126.437500000000000,238705.609375000000000,40.821861335000051,-73.942638974999966,"{'type': 'Point', 'coordinates': [-73.94263897499997, 40.82186133500005]}",row-qz5i_zz6q~taxx,rv-twpp-a8ij~2qi9,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,18-24,M,BLACK
37,86149358,2012-08-08T00:00:00.000,01:46:00,MANHATTAN,32,0,,False,18-24,M,BLACK,1000126.437500000000000,238705.609375000000000,40.821861335000051,-73.942638974999966,"{'type': 'Point', 'coordinates': [-73.94263897499997, 40.82186133500005]}",row-4xpe~bcv9.ukti,rv-nxm9~szfb~wgbz,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,20,12427,18,18-24,M,BLACK
38,86166200,2012-08-08T00:00:00.000,23:34:00,BROOKLYN,77,0,,False,25-44,M,BLACK,1004079.000000000000000,182242.000000000000000,40.666874930000063,-73.928524598999957,"{'type': 'Point', 'coordinates': [-73.92852459899996, 40.66687493000006]}",row-ka2v_hixj.ygqn,rv-ef56_uwct.k5gs,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,44,17615,17,,,
39,86159989,2012-08-08T00:00:00.000,22:25:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK HISPANIC,1001028.375000000000000,229571.609375000000000,40.796789371000045,-73.939403052999978,"{'type': 'Point', 'coordinates': [-73.93940305299998, 40.796789371000045]}",row-vjyy.ng44-rtvi,rv-v28c_shjt~rjsz,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,35,16,12426,7,25-44,M,BLACK
40,86166201,2012-08-08T00:00:00.000,22:30:00,QUEENS,103,0,,False,25-44,M,WHITE,1041404.500000000000000,193470.234375000000000,40.697531528000070,-73.793883885999946,"{'type': 'Point', 'coordinates': [-73.79388388599995, 40.69753152800007]}",row-crhg_zny3-66zr,rv-ds87-6qbm.42ui,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,3,46,61,24668,41,18-24,M,BLACK
41,86149358,2012-08-08T00:00:00.000,01:46:00,MANHATTAN,32,0,,False,18-24,F,BLACK,1000126.437500000000000,238705.609375000000000,40.821861335000051,-73.942638974999966,"{'type': 'Point', 'coordinates': [-73.94263897499997, 40.82186133500005]}",row-skn8.iy73.sqsb,rv-qz27_mtca.rige,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,4,36,20,12427,18,18-24,M,BLACK
42,86146319,2012-08-07T00:00:00.000,23:00:00,BRONX,47,0,,False,18-24,F,BLACK,1022660.000000000000000,260115.000000000000000,40.880554462000077,-73.861101364999968,"{'type': 'Point', 'coordinates': [-73.86110136499997, 40.88055446200008]}",row-wqyd~pff9-yuge,rv-dkjw_cmtk_skgg,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,2,30,11605,29,18-24,M,BLACK
43,86142905,2012-08-07T00:00:00.000,23:04:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,1016056.437500000000000,186593.687500000000000,40.678784402000076,-73.885329490999936,"{'type': 'Point', 'coordinates': [-73.88532949099994, 40.678784402000076]}",row-82z4~ndim~e26c,rv-e55r.zezw.hwzj,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17215,45,,,
44,86146319,2012-08-07T00:00:00.000,23:00:00,BRONX,47,0,,False,<18,F,BLACK,1022660.000000000000000,260115.000000000000000,40.880554462000077,-73.861101364999968,"{'type': 'Point', 'coordinates': [-73.86110136499997, 40.88055446200008]}",row-a9a3-jja8.fbkr,rv-himw.gmmc-abee,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,2,30,11605,29,18-24,M,BLACK
45,86146318,2012-08-07T00:00:00.000,23:29:00,MANHATTAN,28,0,,False,18-24,M,BLACK,997385.000000000000000,231299.000000000000000,40.801536754000040,-73.952558435999947,"{'type': 'Point', 'coordinates': [-73.95255843599995, 40.80153675400004]}",row-sppk.b839.3w25,rv-4ykb-k8sc-yged,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,18,12423,18,18-24,M,BLACK
46,86142904,2012-08-07T00:00:00.000,19:30:00,BROOKLYN,67,0,,False,<18,M,BLACK,1006455.000000000000000,179159.000000000000000,40.658407139000076,-73.919970079999985,"{'type': 'Point', 'coordinates': [-73.91997007999998, 40.658407139000076]}",row-dmfn-wmwr_qm8x,rv-w274.yd8s~crnw,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,40,17614,61,,,
47,86146319,2012-08-07T00:00:00.000,23:00:00,BRONX,47,0,,False,<18,M,BLACK,1022660.000000000000000,260115.000000000000000,40.880554462000077,-73.861101364999968,"{'type': 'Point', 'coordinates': [-73.86110136499997, 40.88055446200008]}",row-sig8.pryh-rthc,rv-ykwn-4vtg~6ji4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,2,30,11605,29,18-24,M,BLACK
48,86127514,2012-08-07T00:00:00.000,00:55:00,BROOKLYN,67,0,,False,18-24,M,BLACK,1001717.000000000000000,176298.187500000000000,40.650565447000076,-73.937054202999946,"{'type': 'Point', 'coordinates': [-73.93705420299995, 40.650565447000076]}",row-h8bw-3uwi_c9hk,rv-ghq9-uczj~dsu2,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,26,40,16866,61,18-24,M,BLACK
49,86142906,2012-08-07T00:00:00.000,23:45:00,QUEENS,105,0,,False,25-44,M,BLACK,1053875.750000000000000,181365.390625000000000,40.664217280000059,-73.749033826999948,"{'type': 'Point', 'coordinates': [-73.74903382699995, 40.66421728000006]}",row-y3bb.ijjd~e4b4,rv-u6sa.jwzw.9ijk,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,15313,63,,,
50,86123400,2012-08-06T00:00:00.000,23:15:00,QUEENS,113,0,,True,25-44,M,BLACK,1045004.250000000000000,192083.453125000000000,40.693701166000039,-73.780914586999984,"{'type': 'Point', 'coordinates': [-73.78091458699998, 40.69370116600004]}",row-5pp9_2k6h_h7a8,rv-iqci_mxzv_s6t3,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,6,71,24668,41,,,
51,86091926,2012-08-05T00:00:00.000,02:18:00,MANHATTAN,28,0,COMMERCIAL BLDG,False,18-24,M,BLACK,998599.437500000000000,234146.187500000000000,40.809349611000073,-73.948165858999971,"{'type': 'Point', 'coordinates': [-73.94816585899997, 40.80934961100007]}",row-zkdu_ypk6~9ej7,rv-p22e.rcur-mt8j,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,36,18,12424,18,,,
52,86092672,2012-08-05T00:00:00.000,02:45:00,BROOKLYN,69,0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,1013828.375000000000000,175989.937500000000000,40.649687199000027,-73.893408848999968,"{'type': 'Point', 'coordinates': [-73.89340884899997, 40.64968719900003]}",row-4zqg.2i66-996t,rv-ry8m~ewam~5hn2,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,42,13827,5,UNKNOWN,M,BLACK
53,86093304,2012-08-05T00:00:00.000,02:35:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,1013030.625000000000000,182525.906250000000000,40.667629616000056,-73.896255829999973,"{'type': 'Point', 'coordinates': [-73.89625582999997, 40.667629616000056]}",row-6zrf~m8tv.ne32,rv-kvsw~6fen_4xdc,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17214,45,,,
54,86093519,2012-08-05T00:00:00.000,02:39:00,BROOKLYN,69,0,,True,25-44,M,BLACK,1009382.562500000000000,171207.296875000000000,40.636573616000078,-73.909448176999945,"{'type': 'Point', 'coordinates': [-73.90944817699994, 40.63657361600008]}",row-d5eu-nuqg-diyc,rv-q9k4.qc4c-m79a,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,8,42,13827,5,,,
55,86091927,2012-08-05T00:00:00.000,00:57:00,BRONX,43,0,,False,18-24,M,BLACK,1022157.750000000000000,237194.578125000000000,40.817646914000079,-73.863047206999966,"{'type': 'Point', 'coordinates': [-73.86304720699997, 40.81764691400008]}",row-wwcc.8a9m_5nm5,rv-u78f~557d-fc9v,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,31,26,11611,58,,,
56,86093006,2012-08-05T00:00:00.000,06:58:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,1020117.625000000000000,240039.125000000000000,40.825462903000073,-73.870402615999978,"{'type': 'Point', 'coordinates': [-73.87040261599998, 40.82546290300007]}",row-6hj6~f34z-fr3r,rv-mxsk~8pbw_4ict,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,31,26,11610,58,,,
57,86093519,2012-08-05T00:00:00.000,02:39:00,BROOKLYN,69,0,,False,25-44,M,BLACK,1009382.562500000000000,171207.296875000000000,40.636573616000078,-73.909448176999945,"{'type': 'Point', 'coordinates': [-73.90944817699994, 40.63657361600008]}",row-2r3w-izsv~8dr2,rv-623r-f3j3.4e9w,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,8,42,13827,5,,,
58,86107852,2012-08-05T00:00:00.000,23:30:00,MANHATTAN,20,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,987793.937500000000000,221085.140625000000000,40.773511490000033,-73.987206298999979,"{'type': 'Point', 'coordinates': [-73.98720629899998, 40.77351149000003]}",row-s4bv.hv59~m5e6,rv-2wzy-gp65.w9ci,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,19,12,12420,20,UNKNOWN,U,UNKNOWN
59,86096654,2012-08-05T00:00:00.000,05:05:00,QUEENS,100,0,,False,18-24,M,BLACK,1040051.000000000000000,155268.000000000000000,40.592683539000063,-73.799081018999971,"{'type': 'Point', 'coordinates': [-73.79908101899997, 40.59268353900006]}",row-zi4w~pygd~ecut,rv-p78c_jzah~4826,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,58,20530,51,,,
60,86107853,2012-08-05T00:00:00.000,20:00:00,BROOKLYN,78,0,,False,25-44,M,WHITE,988109.750000000000000,186069.484375000000000,40.677401881000037,-73.986086154999953,"{'type': 'Point', 'coordinates': [-73.98608615499995, 40.67740188100004]}",row-irht-fbz8_sh8p,rv-xicg_3r2d~tutu,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,27,50,17617,14,25-44,M,WHITE
61,86096900,2012-08-05T00:00:00.000,03:30:00,QUEENS,113,0,,False,18-24,M,BLACK,1052590.875000000000000,195889.828125000000000,40.704093406000027,-73.753517851999959,"{'type': 'Point', 'coordinates': [-73.75351785199996, 40.70409340600003]}",row-cgph_8v37.cucv,rv-tsk2.j3u4~aqfd,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,6,71,15312,41,18-24,M,BLACK
