,incident_key,occur_date,occur_time,boro,loc_of_occur_desc,precinct,jurisdiction_code,loc_classfctn_desc,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,:id,:version,:created_at,:updated_at,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer
10,249207672,2022-08-08T00:00:00.000,04:20:00,MANHATTAN,OUTSIDE,20,0,STREET,(null),False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,989132,222591,40.777638,-73.982369,"{'type': 'Point', 'coordinates': [-73.982369, 40.777638]}",row-ap8v~i4wi.vfre,rv-tnd8-w3mz_wef4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,19,12,12420,20
11,249193491,2022-08-07T00:00:00.000,17:55:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,False,(null),(null),(null),25-44,M,BLACK,1006682,243781,40.83577,-73.918934,"{'type': 'Point', 'coordinates': [-73.918934, 40.83577]}",row-nu79_m4c7~9zfr,rv-5ckm_vtnj.6gwg,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,27,10930,50
12,249193492,2022-08-07T00:00:00.000,18:14:00,QUEENS,OUTSIDE,105,0,STREET,(null),False,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1053257,178273,40.65572597,-73.75129439,"{'type': 'Point', 'coordinates': [-73.75129439, 40.65572597]}",row-ihd7.5wnm_naba,rv-7q7x.pu26_cg5e,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,15313,63
13,249182350,2022-08-07T00:00:00.000,08:11:00,BRONX,OUTSIDE,47,0,STREET,(null),False,<18,M,BLACK,18-24,M,BLACK,1020997,257117,40.872327,-73.867127,"{'type': 'Point', 'coordinates': [-73.867127, 40.872327]}",row-v36w_vpyz_gisc,rv-35ca.dutg-739g,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,22,30,11605,29
14,249169655,2022-08-07T00:00:00.000,01:40:00,BROOKLYN,OUTSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1016132,178622,40.656898,-73.88509,"{'type': 'Point', 'coordinates': [-73.88509, 40.656898]}",row-3gti_izzq.3nw5,rv-a9ne-4ivz-7pqn,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17214,45
15,249171130,2022-08-07T00:00:00.000,00:56:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),18-24,F,BLACK,1012903,177077,40.652667,-73.896736,"{'type': 'Point', 'coordinates': [-73.896736, 40.652667]}",row-8y2p-mbsm.3w8b,rv-36zh.5594-3wzt,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,42,13827,5
16,249193492,2022-08-07T00:00:00.000,18:14:00,QUEENS,OUTSIDE,105,0,STREET,(null),True,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1053257,178273,40.65572597,-73.75129439,"{'type': 'Point', 'coordinates': [-73.75129439, 40.65572597]}",row-xqb2-nsrp.xda7,rv-jrw8-xmyz_wy5r,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,15313,63
17,249193492,2022-08-07T00:00:00.000,18:14:00,QUEENS,OUTSIDE,105,0,STREET,(null),True,18-24,M,BLACK,18-24,M,BLACK,1053257,178273,40.65572597,-73.75129439,"{'type': 'Point', 'coordinates': [-73.75129439, 40.65572597]}",row-qwrx-wvmg.54w3,rv-5k6k-ibk7-xrki,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,15313,63
18,249193492,2022-08-07T00:00:00.000,18:14:00,QUEENS,OUTSIDE,105,0,STREET,(null),False,18-24,M,BLACK,18-24,M,BLACK,1053257,178273,40.65572597,-73.75129439,"{'type': 'Point', 'coordinates': [-73.75129439, 40.65572597]}",row-ys6u~66v8.4uqn,rv-kzg8~55jf-zbsx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,63,15313,63
19,249133821,2022-08-06T00:00:00.000,02:08:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),18-24,M,BLACK,1010860,244146,40.83676,-73.903834,"{'type': 'Point', 'coordinates': [-73.903834, 40.83676]}",row-b8j9.byr9-7sxf,rv-s8t8-48q9_pj95,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,25,10934,34
20,249133819,2022-08-06T00:00:00.000,03:29:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),False,18-24,M,BLACK,25-44,M,BLACK HISPANIC,998818,240058,40.825569,-73.947361,"{'type': 'Point', 'coordinates': [-73.947361, 40.825569]}",row-gusp.ctjw.v4ht,rv-rh3d-b5vf.wgb8,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,23,19,12428,37
21,249132382,2022-08-05T00:00:00.000,04:00:00,BRONX,OUTSIDE,45,0,STREET,(null),False,(null),(null),(null),25-44,M,BLACK,1027663,245832,40.841322,-73.843099,"{'type': 'Point', 'coordinates': [-73.843099, 40.841322]}",row-nd9r-caq5.6f3f,rv-s5j6~xuv3~9hni,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,12,28,11270,43
22,249131141,2022-08-05T00:00:00.000,01:47:00,QUEENS,OUTSIDE,103,0,STREET,(null),True,25-44,M,BLACK,25-44,M,BLACK,1038779,192215,40.694097,-73.80336,"{'type': 'Point', 'coordinates': [-73.80336, 40.694097]}",row-e54t_9jk4-m9u6,rv-tucq-59k9~d85g,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,46,61,24670,41
23,249133818,2022-08-05T00:00:00.000,12:16:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1013965,175623,40.648673,-73.892913,"{'type': 'Point', 'coordinates': [-73.892913, 40.648673]}",row-nfyt-twm9~wbzj,rv-t6m9~n2gt~fkxw,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,8,42,13827,5
24,249133816,2022-08-05T00:00:00.000,07:30:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),25-44,M,BLACK,1002692,220879,40.772921,-73.933414,"{'type': 'Point', 'coordinates': [-73.933414, 40.772921]}",row-4sxb-d5n5.n67s,rv-2f7b.4dgd-swuv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,4,72,16859,39
25,249131140,2022-08-05T00:00:00.000,00:38:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),False,(null),(null),(null),<18,M,BLACK,945891,171322,40.6368328,-74.13820899,"{'type': 'Point', 'coordinates': [-74.13820899, 40.6368328]}",row-xcxa_tkrh_5znb,rv-w7gx_hn3w.kvyg,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,1,13,75,10370,4
26,249133820,2022-08-05T00:00:00.000,17:40:00,BRONX,OUTSIDE,48,0,STREET,(null),False,<18,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1017131,250882,40.855228,-73.881138,"{'type': 'Point', 'coordinates': [-73.881138, 40.855228]}",row-y82r~95q2.6ue2,rv-rvrb-tgtr_wxrw,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,22,31,10936,35
27,249133817,2022-08-05T00:00:00.000,02:39:00,BROOKLYN,OUTSIDE,94,0,STREET,(null),False,(null),(null),(null),18-24,M,WHITE HISPANIC,998006,204685,40.72848,-73.950365,"{'type': 'Point', 'coordinates': [-73.950365, 40.72848]}",row-tgmy_4hza.6esw,rv-44m3-ydwq-qvd4,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,38,57,18182,36
28,249133820,2022-08-05T00:00:00.000,17:40:00,BRONX,OUTSIDE,48,0,STREET,(null),False,18-24,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1017131,250882,40.855228,-73.881138,"{'type': 'Point', 'coordinates': [-73.881138, 40.855228]}",row-xyyi-86hy_aijb,rv-ed52_tabb.dxw9,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,22,31,10936,35
29,249073137,2022-08-04T00:00:00.000,21:28:00,BROOKLYN,OUTSIDE,94,0,STREET,(null),False,(null),(null),(null),18-24,M,BLACK,995519,202518,40.72253462,-73.95934514,"{'type': 'Point', 'coordinates': [-73.95934514, 40.72253462]}",row-izsd-fsc8_cwep,rv-zxm6-7qmb~5hvz,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,38,57,17613,36
30,249073139,2022-08-04T00:00:00.000,22:10:00,BROOKLYN,OUTSIDE,62,0,PARKING LOT,COMMERCIAL BLDG,True,18-24,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,984922,155728,40.594115,-73.997577,"{'type': 'Point', 'coordinates': [-73.997577, 40.594115]}",row-ry4q_tn5u_dbw7,rv-ewfh-n23a_xbfs,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,44,37,17616,1
31,249027657,2022-08-04T00:00:00.000,03:07:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),False,(null),(null),(null),18-24,M,BLACK,1001500,193105,40.69668853,-73.93779178,"{'type': 'Point', 'coordinates': [-73.93779178, 40.69668853]}",row-mpgv~nf2k_sjxr,rv-86s6-tz9w.tgp8,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,51,17213,69
32,249072669,2022-08-04T00:00:00.000,02:15:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,1006487,183539,40.670423,-73.919836,"{'type': 'Point', 'coordinates': [-73.919836, 40.670423]}",row-xqi2~fn3q~ux8p,rv-pmzm_58ir.m6rk,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,46,13516,55
33,249003408,2022-08-03T00:00:00.000,12:13:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),False,45-64,M,BLACK,25-44,M,BLACK HISPANIC,1010169,178743,40.657248,-73.906582,"{'type': 'Point', 'coordinates': [-73.906582, 40.657248]}",row-tsu7~s47e-6wf5,rv-ymy7_qwqx~qw3m,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,46,17614,55
34,249016830,2022-08-03T00:00:00.000,17:05:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,1001899,221193,40.773785,-73.936279,"{'type': 'Point', 'coordinates': [-73.936279, 40.773785]}",row-3i2y.x27p.t3az,rv-6sn9_fdyt.n39t,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,4,72,16859,39
35,249003408,2022-08-03T00:00:00.000,12:13:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),False,45-64,M,BLACK,25-44,M,BLACK,1010169,178743,40.657248,-73.906582,"{'type': 'Point', 'coordinates': [-73.906582, 40.657248]}",row-vspi-x53b.a87u,rv-hagz.z8u9_e7ku,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,46,17614,55
36,249016458,2022-08-03T00:00:00.000,18:56:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),False,(null),(null),(null),18-24,M,BLACK,997040,187295,40.680749,-73.953886,"{'type': 'Point', 'coordinates': [-73.953886, 40.680749]}",row-2juq.j56f-54s4,rv-nhrs_icvt~n9ap,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,51,17618,69
37,249251348,2022-08-03T00:00:00.000,21:35:00,MANHATTAN,OUTSIDE,26,2,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),25-44,M,BLACK,996071,236561,40.815975,-73.957291,"{'type': 'Point', 'coordinates': [-73.957291, 40.815975]}",row-w7qw-sasq_nvxr,rv-femb-sqhx-cnkb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,23,17,12424,37
38,248955331,2022-08-02T00:00:00.000,19:51:00,BRONX,OUTSIDE,44,0,STREET,(null),False,<18,M,BLACK,25-44,M,BLACK,1008053,241673,40.82997989,-73.91398791,"{'type': 'Point', 'coordinates': [-73.91398791, 40.82997989]}",row-445q.vybv.d3d2,rv-nnuz-x67c-3v96,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,27,10934,50
39,248893549,2022-08-01T00:00:00.000,21:29:00,QUEENS,OUTSIDE,100,0,STREET,PVT HOUSE,True,(null),(null),(null),<18,M,BLACK,1040482,156570,40.596248,-73.797515,"{'type': 'Point', 'coordinates': [-73.797515, 40.596248]}",row-xg4d-jvvx.j4rx,rv-pcrp.nt7h_b7uu,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,58,20530,51
40,248893548,2022-08-01T00:00:00.000,18:55:00,BROOKLYN,OUTSIDE,79,0,STREET,FAST FOOD,True,18-24,M,BLACK,18-24,M,BLACK,1000678,186993,40.679914,-73.940768,"{'type': 'Point', 'coordinates': [-73.940768, 40.679914]}",row-fihq-uty3~sc4c,rv-b6fh_zqdx-sp93,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,51,17615,69
41,248893550,2022-08-01T00:00:00.000,09:26:00,QUEENS,OUTSIDE,106,0,STREET,PVT HOUSE,True,25-44,M,BLACK,18-24,F,BLACK,1033686,187933,40.682373,-73.821758,"{'type': 'Point', 'coordinates': [-73.821758, 40.682373]}",row-yedu.9kkd~fkd5,rv-5bvb.w96r.6vfv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,46,64,24016,62
42,248853426,2022-08-01T00:00:00.000,00:55:00,BROOKLYN,OUTSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),18-24,M,BLACK,1013030,182525,40.667621,-73.896254,"{'type': 'Point', 'coordinates': [-73.896254, 40.667621]}",row-c8mg-758y.w5da,rv-si6a_2z7v-wrdv,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17214,45
43,248893549,2022-08-01T00:00:00.000,21:29:00,QUEENS,OUTSIDE,100,0,STREET,PVT HOUSE,False,(null),(null),(null),18-24,M,BLACK,1040482,156570,40.596248,-73.797515,"{'type': 'Point', 'coordinates': [-73.797515, 40.596248]}",row-yepn_jhmm~gyj8,rv-t5mj_uz2g~x8v3,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,58,20530,51
44,248893549,2022-08-01T00:00:00.000,21:29:00,QUEENS,OUTSIDE,100,0,STREET,PVT HOUSE,True,(null),(null),(null),18-24,M,BLACK,1040482,156570,40.596248,-73.797515,"{'type': 'Point', 'coordinates': [-73.797515, 40.596248]}",row-h2aw-9b7r.fjht,rv-mhiv~f69k~7b2s,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,58,20530,51
45,248855179,2022-08-01T00:00:00.000,00:25:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),False,(null),(null),(null),25-44,M,BLACK,994849,175294,40.647813,-73.961804,"{'type': 'Point', 'coordinates': [-73.961804, 40.647813]}",row-6uuq_y6tn~7xqa,rv-uaaz_aqxi-xgue,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,11,43,13510,60
46,248893549,2022-08-01T00:00:00.000,21:29:00,QUEENS,OUTSIDE,100,0,STREET,PVT HOUSE,False,(null),(null),(null),<18,M,BLACK,1040482,156570,40.596248,-73.797515,"{'type': 'Point', 'coordinates': [-73.797515, 40.596248]}",row-v2t6_ijwv.iw2u,rv-q8qz_k6ha_5svk,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,58,20530,51
47,248893548,2022-08-01T00:00:00.000,18:55:00,BROOKLYN,OUTSIDE,79,0,STREET,FAST FOOD,True,18-24,F,BLACK,18-24,M,BLACK,1000678,186993,40.679914,-73.940768,"{'type': 'Point', 'coordinates': [-73.940768, 40.679914]}",row-fpz8-ec7a.qwt3,rv-tkq8~ee3f_btqn,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,51,17615,69
48,248824221,2022-07-31T00:00:00.000,01:00:00,QUEENS,OUTSIDE,101,0,STREET,(null),False,(null),(null),(null),25-44,M,BLACK,1053332,156195,40.59512615,-73.75125004,"{'type': 'Point', 'coordinates': [-73.75125004, 40.59512615]}",row-ni67-gpk4.yg6d,rv-bp7w-v42g.c6ut,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51
49,248844926,2022-07-31T00:00:00.000,23:36:00,QUEENS,OUTSIDE,101,0,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),25-44,M,BLACK HISPANIC,1052667,161622,40.610028,-73.753587,"{'type': 'Point', 'coordinates': [-73.753587, 40.610028]}",row-s85j_7hnf_i8id,rv-se2r~67cg.72pz,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51
50,248844926,2022-07-31T00:00:00.000,23:36:00,QUEENS,OUTSIDE,101,0,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),25-44,M,BLACK,1052667,161622,40.610028,-73.753587,"{'type': 'Point', 'coordinates': [-73.753587, 40.610028]}",row-iciy_r7s6~3cgn,rv-j9u4.7usz.8s9f,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51
51,248836927,2022-07-31T00:00:00.000,17:18:00,BRONX,OUTSIDE,44,0,OTHER,(null),False,(null),(null),(null),25-44,M,BLACK HISPANIC,1008647,246612,40.843537,-73.911821,"{'type': 'Point', 'coordinates': [-73.911821, 40.843537]}",row-w4me.ds8r_zw3u,rv-szyw.fmfd_4hzx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,29,27,10930,50
52,248844925,2022-07-31T00:00:00.000,22:30:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),False,(null),(null),(null),25-44,M,BLACK,985305,148422,40.574062,-73.9962,"{'type': 'Point', 'coordinates': [-73.9962, 40.574062]}",row-rmzj.d8ye~5qrw,rv-7cwz_bf7g.a2dx,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,45,35,18184,21
53,248845355,2022-07-31T00:00:00.000,10:06:00,QUEENS,OUTSIDE,101,0,STREET,(null),True,25-44,M,BLACK,25-44,M,BLACK,1047859,156989,40.59734648,-73.77094961,"{'type': 'Point', 'coordinates': [-73.77094961, 40.59734648]}",row-sgir_d67e-z8h4,rv-vuaf-4vji~mqgb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,47,59,20529,51
54,248844927,2022-07-31T00:00:00.000,21:45:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,False,(null),(null),(null),25-44,M,BLACK,999483,214809,40.756266,-73.945013,"{'type': 'Point', 'coordinates': [-73.945013, 40.756266]}",row-fzmg.rcfw_mxkx,rv-4as7-4xfr.yu37,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,33,72,16858,39
55,248783828,2022-07-30T00:00:00.000,04:34:00,BROOKLYN,OUTSIDE,75,0,VEHICLE,(null),False,(null),(null),(null),25-44,M,BLACK,1014532,178810,40.657417,-73.890859,"{'type': 'Point', 'coordinates': [-73.890859, 40.657417]}",row-svp9-5tt8.eza6,rv-a22u_jn33~ew62,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,25,47,17214,45
56,248785654,2022-07-30T00:00:00.000,04:40:00,BRONX,OUTSIDE,50,0,STREET,(null),False,(null),(null),(null),18-24,M,WHITE HISPANIC,1017423,265537,40.89544907,-73.88001135,"{'type': 'Point', 'coordinates': [-73.88001135, 40.89544907]}",row-tcn6-vnz8~2iuf,rv-u4zx_ciwk_emb7,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,30,11608,27
57,248824219,2022-07-30T00:00:00.000,15:40:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),False,25-44,M,BLACK,18-24,F,WHITE HISPANIC,1019236,189214,40.685957,-73.873848,"{'type': 'Point', 'coordinates': [-73.873848, 40.685957]}",row-uh5n_retq-d275,rv-kgkg.9inf.r7jr,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,37,47,17215,45
58,248785654,2022-07-30T00:00:00.000,04:40:00,BRONX,OUTSIDE,50,0,STREET,(null),False,(null),(null),(null),18-24,F,WHITE HISPANIC,1017423,265537,40.89544907,-73.88001135,"{'type': 'Point', 'coordinates': [-73.88001135, 40.89544907]}",row-epai.zjbn~xysh,rv-gh22~sjka~buqw,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,40,30,11608,27
59,248790264,2022-07-30T00:00:00.000,03:52:00,QUEENS,OUTSIDE,114,0,OTHER,BAR/NIGHT CLUB,False,(null),(null),(null),25-44,F,WHITE HISPANIC,1007758,219876,40.770156,-73.915127,"{'type': 'Point', 'coordinates': [-73.915127, 40.770156]}",row-w5wh_arw3.kqmc,rv-sfab_z4z8~4wwr,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,4,72,16860,39
60,248783827,2022-07-30T00:00:00.000,02:33:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),False,(null),(null),(null),25-44,M,BLACK,1008852,187253,40.68061,-73.9113,"{'type': 'Point', 'coordinates': [-73.9113, 40.68061]}",row-rad2~vmd6~tfxd,rv-y6zt_f5q4-atny,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,17,46,13516,55
61,248790264,2022-07-30T00:00:00.000,03:52:00,QUEENS,OUTSIDE,114,0,OTHER,BAR/NIGHT CLUB,False,(null),(null),(null),18-24,M,WHITE HISPANIC,1007758,219876,40.770156,-73.915127,"{'type': 'Point', 'coordinates': [-73.915127, 40.770156]}",row-vs7y~g35q.2apd,rv-4anr-rms8-csmn,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,3,4,72,16860,39
62,248824220,2022-07-30T00:00:00.000,19:49:00,BROOKLYN,INSIDE,77,0,PLAYGROUND,(null),False,(null),(null),(null),<18,M,BLACK,994893,185271,40.675197,-73.961628,"{'type': 'Point', 'coordinates': [-73.961628, 40.675197]}",row-qgqa.apr3.9m7x,rv-mfzm~ze68~553x,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,48,49,13829,16
