,incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,x_coord_cd,y_coord_cd,latitude,longitude,geocoded_column,:id,:version,:created_at,:updated_at,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,location_desc
0,63405887,2009-07-05T00:00:00.000,02:35:00,BROOKLYN,79,0,False,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,997218.375000000000000,187028.125000000000000,40.680024475000039,-73.953245620999951,"{'type': 'Point', 'coordinates': [-73.95324562099995, 40.68002447500004]}",row-vpnw-t3rj-mbxy,rv-aaj3~egfu.ny2h,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,49,51,17618,69,
1,63405886,2009-07-05T00:00:00.000,02:17:00,BRONX,42,0,False,18-24,M,BLACK,18-24,M,BLACK HISPANIC,1010359.687500000000000,240299.390625000000000,40.826211491000038,-73.905659476999972,"{'type': 'Point', 'coordinates': [-73.90565947699997, 40.82621149100004]}",row-vz8r-xejc.daf6,rv-cab7~r28n.5ybs,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,5,42,25,10934,34,MULTI DWELL - APT BUILD
2,63429559,2009-07-05T00:00:00.000,01:55:00,BROOKLYN,71,0,False,UNKNOWN,U,UNKNOWN,25-44,F,WHITE HISPANIC,1002903.875000000000000,181998.531250000000000,40.666209217000073,-73.932761198999970,"{'type': 'Point', 'coordinates': [-73.93276119899997, 40.66620921700007]}",row-je8d~37ii-gc5y,rv-kqxr-dypu~ys3e,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,48,44,17615,17,
3,63437179,2009-07-05T00:00:00.000,01:30:00,BROOKLYN,73,0,False,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1008949.812500000000000,180854.562500000000000,40.663054475000081,-73.910972059999949,"{'type': 'Point', 'coordinates': [-73.91097205999995, 40.66305447500008]}",row-vyym_ipze.ti5f,rv-92vb-u8ha_gzfe,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,17,46,17614,55,
4,63405885,2009-07-05T00:00:00.000,00:41:00,BRONX,44,0,False,UNKNOWN,U,UNKNOWN,<18,M,BLACK,1007915.000000000000000,245914.000000000000000,40.841628859000025,-73.914473038999972,"{'type': 'Point', 'coordinates': [-73.91447303899997, 40.841628859000025]}",row-dwqj.72ee~mh4t,rv-8shp_ffk7.7w5v,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,5,29,27,10930,50,
5,63437179,2009-07-05T00:00:00.000,01:30:00,BROOKLYN,73,0,False,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1008949.812500000000000,180854.562500000000000,40.663054475000081,-73.910972059999949,"{'type': 'Point', 'coordinates': [-73.91097205999995, 40.66305447500008]}",row-w5hx-8c53-hs2v,rv-85q9~mfr4-u8nb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,17,46,17614,55,
6,63429559,2009-07-05T00:00:00.000,01:55:00,BROOKLYN,71,0,False,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1002903.875000000000000,181998.531250000000000,40.666209217000073,-73.932761198999970,"{'type': 'Point', 'coordinates': [-73.93276119899997, 40.66620921700007]}",row-smzr.95td_2atn,rv-ra5k~rmg2~zppb,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,2,48,44,17615,17,
7,63406570,2009-07-05T00:00:00.000,15:10:00,MANHATTAN,24,0,False,18-24,M,UNKNOWN,25-44,M,BLACK,993163.000000000000000,229850.593750000000000,40.797566540000048,-73.967810026999985,"{'type': 'Point', 'coordinates': [-73.96781002699998, 40.79756654000005]}",row-j5t8-yxz5.23xf,rv-68g7_k2m9.8agy,2024-04-23T13:36:19.239Z,2024-04-23T13:36:34.986Z,4,23,15,12422,20,
8,63381857,2009-07-04T00:00:00.000,03:05:00,MANHATTAN,23,2,False,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1000101.500000000000000,229680.187500000000000,40.797089099000061,-73.942750385999943,"{'type': 'Point', 'coordinates': [-73.94275038599994, 40.79708909900006]}",row-6ey8.8942_r3jq,rv-egff-fz2q~g6qe,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,4,35,14,12426,7,MULTI DWELL - PUBLIC HOUS
9,63381856,2009-07-04T00:00:00.000,16:00:00,BROOKLYN,67,0,False,25-44,M,BLACK,25-44,M,BLACK,998386.687500000000000,174638.906250000000000,40.646017022000080,-73.949059392999970,"{'type': 'Point', 'coordinates': [-73.94905939299997, 40.64601702200008]}",row-yruw-wgda-rhwg,rv-ek7d~8vu3.uxew,2024-04-23T13:36:19.239Z,2024-04-23T13:36:30.560Z,2,11,40,13510,61,
